Date,Open,High,Low,Close,Volume
5/1/2012,584.9,596.76,581.23,582.13,22695612
5/2/2012,580.24,587.3999,578.86,585.98,16567969
5/3/2012,590.5,591.4,580.3,581.82,14508572
5/4/2012,577.08,578.36,565.17,565.25,19862202
5/7/2012,561.5,572.77,561.23,569.48,17109873
5/8/2012,569.58,571.5,558.73,568.18,18512512
5/9/2012,563.7,573.9778,560.85,569.18,17853957
5/10/2012,574.58,575.88,568.441,570.52,12372576
5/11/2012,565,574.47,564.35,566.71,14799426
5/14/2012,562.57,567.51,557.6,558.22,13192584
5/15/2012,561.45,563.22,551.75,553.17,17754081
5/16/2012,554.05,556.89,541.04,546.075,20866068
5/17/2012,545.31,547.5,530.12,530.12,26833569
5/18/2012,533.96,543.41,522.18,530.38,27150274
5/21/2012,534.5,561.54,534.05,561.28,23692686
5/22/2012,569.55,573.88,552.58,556.97,25963411
5/23/2012,557.5,572.8,553.23,570.56,21847403
5/24/2012,575.87,576.5,561.23,565.32,18509498
5/25/2012,564.59,565.85,558.472,562.29,12218891
5/29/2012,570.9,574,565.31,572.27,14250296
5/30/2012,569.2,579.99,566.56,579.17,19704042
5/31/2012,580.74,581.5,571.46,577.73,18302336
6/1/2012,569.16,572.65,560.52,560.99,19368850
6/4/2012,561.5,567.5,548.5,564.29,20812345
6/5/2012,561.27,566.47,558.33,562.83,14450879
6/6/2012,567.77,573.85,565.5,571.46,14967258
6/7/2012,577.29,577.32,570.5,571.72,14186005
6/8/2012,571.6,580.584,569,580.32,12963862
6/11/2012,587.72,588.5,570.63,571.17,22000914
6/12/2012,574.46,576.62,566.7,576.16,16215898
6/13/2012,574.52,578.48,570.38,572.16,10959472
6/14/2012,571.24,573.5,567.26,571.53,12906632
6/15/2012,571,574.62,569.55,574.13,12436109
6/18/2012,570.96,587.89,570.37,585.78,16391810
6/19/2012,583.4,590,583.1,587.41,13473199
6/20/2012,588.21,589.25,580.8,585.741,13338735
6/21/2012,585.44,588.22,577.44,577.67,12119697
6/22/2012,579.04,582.19,575.42,582.1,10524576
6/25/2012,577.3,579.8,570.37,570.765,11384536
6/26/2012,571.33,574.49,567.33,572.025,10363901
6/27/2012,575,576.74,571.92,574.5,7623365
6/28/2012,571.67,574,565.61,569.05,10530747
6/29/2012,578,584,574.25,584,15751767
7/2/2012,584.73,593.47,583.6,592.52,14908160
7/3/2012,594.88,600,594,599.41,9128201
7/5/2012,600.56,614.34,599.65,609.94,18091074
7/6/2012,607.09,608.44,601.58,605.88,15690063
7/9/2012,605.3,613.9,604.11,613.89,14099804
7/10/2012,617.97,619.87,605.31,608.21,19217483
7/11/2012,606.12,607.66,597.22,604.43,17552873
7/12/2012,600.24,603.47,592.68,598.9,15938611
7/13/2012,602.95,607.19,600,604.97,11668868
7/16/2012,605.12,611.62,605.02,606.91,11241953
7/17/2012,610.79,611.5,603.15,606.94,11000846
7/18/2012,606.59,608.34,603.56,606.26,9407923
7/19/2012,611.28,615.35,606,614.32,16230749
7/20/2012,613.03,614.44,603.7,604.3,14762381
7/23/2012,594.4,605.9,587.71,603.83,18434007
7/24/2012,607.38,609.68,598.51,600.92,21939760
7/25/2012,574.46,580.8,570,574.97,32719333
7/26/2012,579.76,580.4,570.36,574.88,15213315
7/27/2012,575.01,585.83,571.59,585.16,15038102
7/30/2012,590.92,599.44,587.82,595.03,14121511
7/31/2012,603.23,611.7,602.72,610.76,17199443
8/1/2012,615.905,616.4,603,606.81,14447538
8/2/2012,602.84,610.69,600.25,607.79,12449086
8/3/2012,613.63,617.98,611.56,615.7,12953750
8/6/2012,617.29,624.868,615.26,622.55,11365277
8/7/2012,622.77,625,618.04,620.914,10930270
8/8/2012,619.39,623.88,617.1,619.86,9096116
8/9/2012,617.85,621.73,617.8,620.73,8215895
8/10/2012,618.71,621.76,618.7,621.7,7297886
8/13/2012,623.39,630,623.25,630,10458773
8/14/2012,631.87,638.61,630.21,631.69,12774255
8/15/2012,631.3,634,627.75,630.83,9552708
8/16/2012,631.21,636.76,630.5,636.34,9576783
8/17/2012,640,648.19,638.81,648.11,16523980
8/20/2012,650.01,665.15,649.9,665.15,22903162
8/21/2012,670.82,674.88,650.33,656.062,30615297
8/22/2012,654.42,669,648.11,668.87,21215345
8/23/2012,666.11,669.9,661.15,662.63,15767705
8/24/2012,659.51,669.48,655.55,663.222,16369479
8/27/2012,679.99,680.87,673.54,675.68,16089227
8/28/2012,674.977,676.1,670.673,674.8,10027259
8/29/2012,675.25,677.67,672.6,673.466,7775059
8/30/2012,670.64,671.554,662.853,663.868,11311781
8/31/2012,667.25,668.6,657.25,665.24,12783133
9/4/2012,665.76,675.14,664.5,674.97,13810632
9/5/2012,675.57,676.35,669.6,670.23,12539290
9/6/2012,673.17,678.29,670.8,676.27,14641916
9/7/2012,678.05,682.48,675.77,680.44,12384701
9/10/2012,680.45,683.29,662.1,662.74,18374070
9/11/2012,665.11,670.1,656.5,660.59,18833107
9/12/2012,666.85,669.9,656,669.79,26581619
9/13/2012,677.37,685.5,674.77,682.98,22353756
9/14/2012,689.955,696.98,687.89,691.28,22470842
9/17/2012,699.35,699.8,694.61,699.781,14885563
9/18/2012,699.88,702.33,696.42,701.91,13968785
9/19/2012,700.26,703.99,699.57,702.1,12173999
9/20/2012,699.16,700.06,693.62,698.7,12509838
9/21/2012,702.41,705.07,699.3617,700.095,21061774
9/24/2012,686.86,695.12,683,690.79,24136408
9/25/2012,688.26,692.78,673,673.54,19449908
9/26/2012,668.74,672.69,661.2,665.18,21490616
9/27/2012,664.29,682.17,660.35,681.32,22178162
9/28/2012,678.75,681.11,666.75,667.105,20045525
10/1/2012,671.16,676.75,656.5,659.39,20359255
10/2/2012,661.81,666.35,650.65,661.31,23477777
10/3/2012,664.86,671.86,662.63,671.45,15785401
10/4/2012,671.25,674.25,665.55,666.8,13770954
10/5/2012,665.2,666,651.28,652.59,22191175
10/8/2012,646.88,647.56,636.11,638.17,24031076
10/9/2012,638.65,640.49,623.55,635.85,31472307
10/10/2012,639.74,644.98,637,640.91,19133453
10/11/2012,646.5,647.2,628.1,628.1,20464969
10/12/2012,629.56,635.38,625.3,629.714,17192125
10/15/2012,632.35,635.13,623.85,634.76,16149998
10/16/2012,635.37,650.3,631,649.7925,20270786
10/17/2012,648.87,652.79,644,644.6136,14425372
10/18/2012,639.59,642.06,630,632.64,17790899
10/19/2012,631.05,631.77,609.62,609.84,27857778
10/22/2012,612.42,635.38,610.76,634.03,20508238
10/23/2012,631,633.9,611.7,613.3554,26460225
10/24/2012,621.44,626.55,610.64,616.83,20846102
10/25/2012,620,622,605.55,609.538,24672818
10/26/2012,609.43,614,591,604,37946806
10/31/2012,594.88,601.96,587.7,595.32,19192344
11/1/2012,598.22,603,594.17,596.5399,13091215
11/2/2012,595.89,596.95,574.75,576.8,21696684
11/5/2012,583.515,587.77,577.6,584.6211,19105647
11/6/2012,590.23,590.74,580.09,582.8495,13431173
11/7/2012,573.835,574.54,555.75,558.0019,28625906
11/8/2012,560.63,562.23,535.29,537.75,37984311
11/9/2012,540.42,554.88,533.72,547.06,33358246
11/12/2012,554.15,554.5,538.65,542.83,18595825
11/13/2012,538.91,550.48,536.36,542.898,19008806
11/14/2012,545.5,547.45,536.18,536.88,17197033
11/15/2012,537.53,539.5,522.62,525.62,28086678
11/16/2012,525.2,530,505.7501,527.678,45301815
11/19/2012,540.71,567.5,539.88,565.73,29269802
11/20/2012,571.91,571.95,554.58,560.9134,22734747
11/21/2012,564.25,567.37,556.6,561.7,13260666
11/23/2012,567.17,572,562.6,571.5,9543943
11/26/2012,575.9,590,573.71,589.53,22445589
11/27/2012,589.55,590.42,580.1,584.78,19093447
11/28/2012,577.27,585.8,572.26,582.94,18652958
11/29/2012,590.215,594.25,585.25,589.36,18370541
11/30/2012,586.79,588.4,582.68,585.28,14105047
12/3/2012,593.65,594.59,585.5,586.19,13092462
12/4/2012,581.8,581.8,572.13,575.8454,22745400
12/5/2012,568.91,569.25,538.77,538.7923,37037058
12/6/2012,528.94,553.31,518.63,547.2445,41821580
12/7/2012,553.4,555.2,530,533.25,27891645
12/10/2012,525,538.51,521.58,529.8209,22519682
12/11/2012,539.77,549.56,537.37,541.388,21265723
12/12/2012,547.77,548,536.2701,539,18103260
12/13/2012,531.15,537.6399,525.8,529.69,23264880
12/14/2012,514.75,518.132,505.58,509.794,37514133
12/17/2012,508.93,520,501.23,518.83,28395556
12/18/2012,525,534.9,520.25,533.9,23351484
12/19/2012,531.47,533.7,525.5,526.31,16824212
12/20/2012,530,530.2,518.88,521.7302,18487590
12/21/2012,512.47,519.67,510.24,519.33,22163973
12/24/2012,520.35,524.25,518.71,520.168,6538408
12/26/2012,519,519.46,511.12,512.9995,11292624
12/27/2012,513.54,516.25,504.66,515.06,17057630
12/28/2012,510.29,514.48,508.12,509.5892,13267969
12/31/2012,510.53,535.4,509,532.1729,24620301
1/2/2013,553.82,555,541.63,549.03,21037195
1/3/2013,547.88,549.67,541,542.0959,13297102
1/4/2013,536.965,538.6299,525.8286,527,22087524
1/7/2013,522,529.3,515.2,523.9,18017331
1/8/2013,529.21,531.89,521.25,525.31,16916775
1/9/2013,522.5,525.0054,515.99,517.1,15158026
1/10/2013,528.55,528.72,515.52,523.51,22197605
1/11/2013,521,525.32,519.02,520.3,12938374
1/14/2013,502.68,507.5,498.51,501.75,27306199
1/15/2013,498.3,498.99,483.38,485.92,32662498
1/16/2013,494.64,509.44,492.5,506.09,25612562
1/17/2013,510.31,510.75,502.03,502.68,16911148
1/18/2013,498.516,502.22,496.4,500,17480982
1/22/2013,504.56,507.88,496.63,504.77,17204872
1/23/2013,508.81,514.99,504.77,514.005,32161757
1/24/2013,460,465.73,450.25,450.5,53236959
1/25/2013,451.69,456.23,435,439.88,44585298
1/28/2013,437.825,453.21,435.86,449.83,29068977
1/29/2013,458.5,460.2,452.12,458.27,21177642
1/30/2013,457,462.6,454.5,456.83,15511462
1/31/2013,456.98,459.28,454.98,455.49,11832589
2/1/2013,459.11,459.48,448.35,453.62,20025035
2/4/2013,453.91,455.94,442,442.316,17823475
2/5/2013,444.05,459.74,442.22,457.844,21180907
2/6/2013,456.47,466.5,452.58,457.35,22051394
2/7/2013,463.25,470,454.12,468.22,26103395
2/8/2013,474,478.81,468.25,474.98,23577404
2/11/2013,476.5,484.94,473.25,479.93,19190115
2/12/2013,479.51,482.38,467.744,467.9,22661620
2/13/2013,467.21,473.64,463.22,467.01,17644471
2/14/2013,464.52,471.64,464.02,466.59,13162772
2/15/2013,468.85,470.16,459.92,460.16,14601290
2/19/2013,461.1,462.73,453.85,459.99,16083503
2/20/2013,457.69,457.69,448.8,448.85,17657257
2/21/2013,446,449.17,442.82,446.06,16691579
2/22/2013,449.25,451.6,446.6,450.81,12313823
2/25/2013,453.85,455.12,442.57,442.8,13917756
2/26/2013,443.82,451.54,437.66,448.97,18828802
2/27/2013,448.43,452.44,440.65,444.57,21910547
2/28/2013,444.05,447.87,441.4,441.4,11995298
3/1/2013,438,438.1799,429.98,430.47,20687547
3/4/2013,427.8,428.1999,419,420.05,21849131
3/5/2013,421.48,435.19,420.75,431.144,23840633
3/6/2013,434.51,435.25,424.43,425.662,17099019
3/7/2013,424.5,432.01,421.06,430.582,17373914
3/8/2013,429.8,435.43,428.61,431.72,14661106
3/11/2013,429.75,439.01,425.14,437.87,17641430
3/12/2013,435.6,438.88,427.57,428.43,17373775
3/13/2013,428.45,434.5,425.36,428.35,15050151
3/14/2013,432.83,434.64,430.45,432.5,11346933
3/15/2013,437.93,444.23,437.25,443.66,23814254
3/18/2013,441.45,457.46,441.2,455.72,22413097
3/19/2013,459.5,460.97,448.5,454.49,19811979
3/20/2013,457.42,457.63,449.59,452.08,11402121
3/21/2013,450.22,457.98,450.1,452.73,14360272
3/22/2013,454.58,462.1,453.11,461.91,14656421
3/25/2013,464.69,469.95,461.78,463.58,18656416
3/26/2013,465.44,465.8399,460.53,461.136,10938420
3/27/2013,456.46,456.8,450.7301,452.08,12366736
3/28/2013,449.82,451.819,441.62,442.66,16481892
4/1/2013,441.9,443.698,427.74,428.91,14658907
4/2/2013,427.6,438.14,426.4,429.792,19801414
4/3/2013,431.37,437.28,430.31,431.99,13720131
4/4/2013,433.76,435,425.25,427.72,13491283
4/5/2013,424.5,424.95,419.68,423.2,14577276
4/8/2013,424.85,427.5,422.49,426.21,11251083
4/9/2013,426.36,428.5,422.75,426.98,11501591
4/10/2013,428.1,437.06,426.01,435.69,14200187
4/11/2013,433.72,437.99,431.2,434.33,12330745
4/12/2013,434.15,434.15,429.09,429.8,8944049
4/15/2013,427,427.89,419.55,419.85,12029191
4/16/2013,421.57,426.61,420.57,426.24,11503482
4/17/2013,420.27,420.6,398.11,402.8,35484493
4/18/2013,404.99,405.79,389.742,392.05,25170912
4/19/2013,387.97,399.6,385.1,390.53,22768421
4/22/2013,392.64,402.2,391.275,398.67,16239559
4/23/2013,403.99,408.381,398.81,406.13,25284081
4/24/2013,393.54,415.25,392.5,405.462,35923407
4/25/2013,411.225,413.94,407,408.38,14302681
4/26/2013,409.81,418.769,408.25,417.205,27960454
4/29/2013,420.45,433.617,420,430.12,23579700
4/30/2013,435.1,445.25,432.07,442.78,25592447
5/1/2013,444.46,444.93,434.39,439.29,18811099
5/2/2013,441.78,448.59,440.63,445.52,15655941
5/3/2013,451.31,453.23,449.15,449.98,13348841
5/6/2013,455.71,462.2,454.31,460.71,18364157
5/7/2013,464.97,465.75,453.7,458.658,17850070
5/8/2013,459.04,465.37,455.81,463.84,17521762
5/9/2013,459.81,463,455.58,456.77,14728427
5/10/2013,457.97,459.71,450.48,452.97,12474265
5/13/2013,451.51,457.9,451.5,454.74,11616786
5/14/2013,453.85,455.2,442.15,443.86,16572200
5/15/2013,439.16,441,422.36,428.85,27478980
5/16/2013,423.24,437.85,418.9,434.578,22391940
5/17/2013,439.05,440.09,431.01,433.26,15863800
5/20/2013,431.91,445.8,430.1,442.93,16783232
5/21/2013,438.15,445.48,434.2,439.66,16904936
5/22/2013,444.05,448.3499,438.22,441.354,16535074
5/23/2013,435.95,446.16,435.79,442.14,13169933
5/24/2013,440.85,445.66,440.36,445.15,10364945
5/28/2013,449.9,451.11,440.85,441.439,14370910
5/29/2013,440,447.5,439.4,444.95,12366185
5/30/2013,445.65,454.5,444.51,451.58,13164512
5/31/2013,452.5,457.1,449.5,449.735,14414700
6/3/2013,450.73,452.36,442.48,450.72,13907019
6/4/2013,453.22,454.43,447.39,449.31,11019230
6/5/2013,445.65,450.72,443.71,445.11,10917745
6/6/2013,445.47,447,434.05,438.46,15707519
6/7/2013,436.5,443.24,432.77,441.811,15084050
6/10/2013,444.73,449.079,436.8,438.89,16726531
6/11/2013,435.74,442.7599,433.32,437.6,10706198
6/12/2013,439.5,441.25,431.5,432.19,9890253
6/13/2013,432.5,437.14,428.75,435.965,10659982
6/14/2013,435.4,436.29,428.5,430.05,10110514
6/17/2013,431.44,435.7,430.3615,432,9659520
6/18/2013,431.56,434.9,430.21,431.77,7262702
6/19/2013,431.4,431.66,423,423,11540075
6/20/2013,419.3,425.98,415.17,416.838,13402896
6/21/2013,418.49,420,408.1001,413.5,17714965
6/24/2013,407.4,408.66,398.05,402.54,17931754
6/25/2013,405.7,407.79,398.83,402.63,11717029
6/26/2013,403.9,404.79,395.66,398.07,13622283
6/27/2013,399.25,401.39,393.54,393.78,12467165
6/28/2013,391.36,400.27,388.87,396.53,21087631
7/1/2013,402.69,412.27,401.22,409.22,14506574
7/2/2013,409.96,421.63,409.47,418.49,17419179
7/3/2013,420.86,422.98,417.45,420.8,8917170
7/5/2013,420.39,423.29,415.35,417.42,9999050
7/8/2013,420.11,421,410.65,415.05,10985530
7/9/2013,413.6,423.5,410.38,422.35,13079750
7/10/2013,419.6,424.8,418.25,420.73,10505157
7/11/2013,422.95,428.25,421.1701,427.288,12099848
7/12/2013,427.65,429.79,423.41,426.51,10446228
7/15/2013,425.01,431.46,424.8,427.44,8952168
7/16/2013,426.52,430.71,424.17,430.195,8067015
7/17/2013,429.7,432.22,428.22,430.31,7358446
7/18/2013,433.38,434.87,430.61,431.758,8155174
7/19/2013,433.1,433.98,424.35,424.95,9938661
7/22/2013,429.46,429.75,425.468,426.31,7729822
7/23/2013,426,426.96,418.71,418.99,13925582
7/24/2013,438.93,444.59,435.26,440.51,21963188
7/25/2013,440.7,441.4,435.81,438.5,8593758
7/26/2013,435.3,441.04,434.34,440.99,7728691
7/29/2013,440.8,449.99,440.2,447.79,9254341
7/30/2013,449.96,457.15,449.23,453.32,11615228
7/31/2013,454.99,457.3425,449.43,452.53,11905526
8/1/2013,455.753,456.8,453.26,456.676,7708745
8/2/2013,458.01,462.85,456.66,462.54,10206651
8/5/2013,464.69,470.67,462.15,469.45,11882685
8/6/2013,468.02,471.89,462.17,465.25,12368999
8/7/2013,463.8,467,461.77,464.98,11043689
8/8/2013,463.855,464.1,457.95,461.01,9511939
8/9/2013,458.64,460.46,453.65,454.45,10032649
8/12/2013,456.86,468.65,456.63,467.36,13531681
8/13/2013,470.94,494.66,468.05,489.57,32799424
8/14/2013,497.88,504.25,493.4,498.5,28153765
8/15/2013,496.42,502.399,489.0833,497.91,18259341
8/16/2013,500.15,502.94,498.86,502.33,13352173
8/19/2013,504.34,513.74,504,507.74,18975257
8/20/2013,509.71,510.57,500.82,501.07,13252621
8/21/2013,503.59,507.15,501.2,502.36,12456959
8/22/2013,504.98,505.59,498.2,502.96,9158216
8/23/2013,503.27,503.35,499.35,501.02,8356537
8/26/2013,500.75,510.2,500.5,502.97,12288958
8/27/2013,498,502.51,486.3,488.59,15806644
8/28/2013,486,495.8,486,490.896,11432070
8/29/2013,491.65,496.5,491.13,491.7,8970755
8/30/2013,492,492.95,486.5,487.216,10211405
9/3/2013,493.1,500.6,487.35,488.58,12391252
9/4/2013,499.56,502.24,496.28,498.691,12863675
9/5/2013,500.25,500.68,493.64,495.27,8817140
9/6/2013,498.44,499.38,489.95,498.22,13475692
9/9/2013,505,507.92,503.48,506.17,12710516
9/10/2013,506.2,507.45,489.5,494.64,27477662
9/11/2013,467.01,473.69,464.81,467.71,33353917
9/12/2013,468.5,475.4,466.01,472.69,15099324
9/13/2013,469.3402,471.8292,464.7,464.9,11192166
9/16/2013,461,461.6099,447.22,450.12,20535031
9/17/2013,447.96,459.71,447.5,455.32,14853247
9/18/2013,463.18,466.35,460.66,464.68,16975106
9/19/2013,470.7,475.83,469.25,472.3,15114178
9/20/2013,478,478.55,466,467.41,25726684
9/23/2013,496.1,496.91,482.6,490.64,28359075
9/24/2013,494.88,495.47,487.82,489.1,13552790
9/25/2013,489.2,489.64,481.4301,481.53,11803333
9/26/2013,486,488.56,483.9,486.22,8874864
9/27/2013,483.78,484.67,480.72,482.75,8531162
9/30/2013,477.25,481.66,474.411,476.75,9707607
10/1/2013,478.45,489.14,478.381,487.96,14227001
10/2/2013,485.63,491.8,483.75,489.56,10753346
10/3/2013,490.51,492.35,480.7387,483.41,13084318
10/4/2013,483.86,484.6,478.6,483.03,9612718
10/7/2013,486.56,492.65,485.35,487.75,11636327
10/8/2013,489.94,490.64,480.54,480.94,10892429
10/9/2013,484.64,487.79,478.28,486.588,11245901
10/10/2013,491.32,492.38,487.04,489.638,10445632
10/11/2013,486.99,493.84,485.16,492.812,9997379
10/14/2013,489.83,497.58,489.35,496.04,10412081
10/15/2013,497.505,502,495.52,498.68,11985676
10/16/2013,500.79,502.53,499.23,501.114,9321430
10/17/2013,499.98,504.78,499.68,504.5,9602783
10/18/2013,505.99,509.26,505.71,508.89,10769905
10/21/2013,511.77,524.3,511.52,521.362,14850065
10/22/2013,526.405,528.4496,508.03,519.8675,19993172
10/23/2013,519,525.67,519,524.96,11662871
10/24/2013,525,532.47,522.45,531.91,14233830
10/25/2013,531.315,533.23,525.11,525.958,12506638
10/28/2013,529.04,531,523.21,529.876,20621356
10/29/2013,536.27,539.25,514.54,516.678,23609993
10/30/2013,519.61,527.52,517.02,524.896,13186830
10/31/2013,525,527.49,521.27,522.702,10217931
11/1/2013,524.02,524.8,515.84,520.03,10311362
11/4/2013,521.1,526.82,518.81,526.75,9093658
11/5/2013,524.58,528.885,523,525.449,10121428
11/6/2013,524.15,524.86,518.2,520.92,8303802
11/7/2013,519.58,523.19,512.38,512.492,9848315
11/8/2013,514.58,521.13,512.59,520.56,10380844
11/11/2013,519.99,521.67,514.41,519.048,8500083
11/12/2013,517.67,523.92,517,520.01,7616934
11/13/2013,518,522.25,516.96,520.634,7369515
11/14/2013,522.81,529.28,521.87,528.16,10563350
11/15/2013,526.58,529.09,524.49,524.991,11671956
11/18/2013,524.99,527.19,518.2,518.629,9321286
11/19/2013,519.03,523.38,517.97,519.55,7767624
11/20/2013,519.23,520.42,514.33,515,7281287
11/21/2013,517.6,521.21,513.67,521.136,9752833
11/22/2013,519.52,522.16,518.53,519.8,8348276
11/25/2013,521.02,525.87,521,523.74,8522088
11/26/2013,524.12,536.14,524,533.4,14988014
11/27/2013,536.31,546,533.4,545.96,13612016
11/29/2013,549.48,558.33,547.81,556.07,11864076
12/2/2013,558,564.3299,550.82,551.23,17627407
12/3/2013,558.3,566.38,557.68,566.322,16821444
12/4/2013,565.5,569.19,560.82,565,14411864
12/5/2013,572.65,575.1358,566.41,567.901,16633399
12/6/2013,565.79,566.75,559.57,560.02,12858703
12/9/2013,560.9001,569.58,560.9001,566.43,11393478
12/10/2013,563.58,567.88,561.2,565.55,9859239
12/11/2013,567,570.97,559.69,561.36,12778069
12/12/2013,562.142,565.34,560.03,560.54,9316738
12/13/2013,562.85,562.88,553.67,554.43,11826363
12/16/2013,555.02,562.6389,555.01,557.5,10015957
12/17/2013,555.81,559.44,553.375,554.99,8158497
12/18/2013,549.7,551.45,538.8,550.77,20143787
12/19/2013,549.5,550,543.7301,544.46,11390513
12/20/2013,545.43,551.61,544.8175,549.02,15530209
12/23/2013,568,570.72,562.76,570.09,17752058
12/24/2013,569.89,571.88,566.03,567.67,5969396
12/26/2013,568.1,569.5,563.376,563.9,7251755
12/27/2013,563.82,564.41,559.5,560.09,8031150
12/30/2013,557.46,560.09,552.321,554.52,9091076
12/31/2013,554.17,561.28,554,561.02,7903098
1/2/2014,555.68,557.03,552.021,553.13,8338094
1/3/2014,552.86,553.7,540.43,540.98,13992006
1/6/2014,537.45,546.8,533.6,543.93,14820614
1/7/2014,544.32,545.96,537.925,540.0375,11381939
1/8/2014,538.81,545.56,538.69,543.46,9199689
1/9/2014,546.8,546.86,535.3501,536.519,9938497
1/10/2014,539.83,540.8,531.11,532.94,10839168
1/13/2014,529.91,542.5,529.88,535.73,13474914
1/14/2014,538.22,546.73,537.66,546.39,12687522
1/15/2014,553.52,560.2,551.66,557.36,14026613
1/16/2014,554.9,556.85,551.68,554.25,8160230
1/17/2014,551.48,552.07,539.9,540.67,15414978
1/21/2014,540.99,550.07,540.42,549.07,11677186
1/22/2014,550.915,557.29,547.81,551.51,13528022
1/23/2014,549.94,556.5,544.8064,556.18,14303549
1/24/2014,554,555.62,544.75,546.07,15437662
1/27/2014,550.07,554.8,545.75,550.5,20551564
1/28/2014,508.76,515,502.07,506.5,38174933
1/29/2014,503.95,507.37,498.62,500.75,18053678
1/30/2014,502.54,506.5,496.7,499.782,26588662
1/31/2014,495.18,501.53,493.55,500.6,18220292
2/3/2014,502.61,507.73,499.3,501.53,14374466
2/4/2014,505.85,509.46,502.76,508.79,13762649
2/5/2014,506.56,515.28,506.2519,512.59,12037845
2/6/2014,510.06,513.5,507.81,512.51,9225014
2/7/2014,521.38,522.9299,517.38,519.68,13377043
2/10/2014,518.66,531.99,518,528.99,12350146
2/11/2014,530.61,537.75,529.5,535.96,10108240
2/12/2014,536.95,539.56,533.24,535.92,11046152
2/13/2014,534.66,544.85,534.2,544.43,10994308
2/14/2014,542.47,545.9799,541.21,543.99,9781372
2/18/2014,546,551.19,545.61,545.99,9329464
2/19/2014,544.75,546.89,534.35,537.37,11221250
2/20/2014,532.99,537,529,531.15,10932729
2/21/2014,532.793,534.57,524.6,525.25,9965331
2/24/2014,523.15,529.9199,522.42,527.55,10337850
2/25/2014,529.38,529.565,521,522.06,8321060
2/26/2014,523.61,525,515.6,517.35,9876081
2/27/2014,517.14,528.78,516.05,527.67,10793903
2/28/2014,529.08,532.75,522.12,526.24,13296879
3/3/2014,523.42,530.65,522.81,527.76,8612772
3/4/2014,531,532.64,527.77,531.24,9270562
3/5/2014,530.92,534.75,529.13,532.36,7352217
3/6/2014,532.79,534.4399,528.1,530.75,6631873
3/7/2014,531.09,531.98,526.05,530.44,7926663
3/10/2014,528.36,533.33,528.3391,530.92,6384500
3/11/2014,535.45,538.74,532.59,536.09,10028407
3/12/2014,534.51,537.35,532,536.61,7170808
3/13/2014,537.44,539.66,529.16,530.65,9205087
3/14/2014,528.79,530.89,523,524.69,8471356
3/17/2014,527.7,529.97,525.85,526.74,7126794
3/18/2014,525.9,531.97,525.2001,531.4,7493109
3/19/2014,532.26,536.24,529,531.26,8026994
3/20/2014,529.89,532.67,527.35,528.7,7457791
3/21/2014,531.93,533.75,526.33,532.87,13373167
3/24/2014,538.42,540.5,535.06,539.19,12703553
3/25/2014,541.5,545.75,539.59,544.99,10426908
3/26/2014,546.52,549,538.86,539.78,10706032
3/27/2014,540.015,541.5,535.1201,537.46,7930475
3/28/2014,538.32,538.9399,534.25,536.86,7163009
3/31/2014,539.23,540.81,535.93,536.74,6023884
4/1/2014,537.76,541.87,536.77,541.65,7180892
4/2/2014,542.38,543.48,540.26,542.55,6443626
4/3/2014,541.39,542.5,537.64,538.79,5806940
4/4/2014,539.81,540,530.58,531.82,9830355
4/7/2014,528.02,530.9,521.89,523.47,10379923
4/8/2014,525.19,526.12,518.7001,523.44,8710269
4/9/2014,522.64,530.49,522.02,530.32,7363246
4/10/2014,530.68,532.24,523.17,523.48,8559074
4/11/2014,519,522.83,517.14,519.61,9714154
4/14/2014,521.9,522.16,517.21,521.68,7349311
4/15/2014,520.27,521.64,511.33,517.9599,9517511
4/16/2014,518.05,521.09,514.1354,519.01,7676542
4/17/2014,520,527.76,519.2,524.94,10168103
4/21/2014,525.34,532.14,523.96,531.17,6524133
4/22/2014,528.31,531.826,526.501,531.699,7237779
4/23/2014,529.06,531.13,524.45,524.75,14105004
4/24/2014,568.21,570,560.73,567.77,27144736
4/25/2014,564.53,571.99,563.96,571.94,13938402
4/28/2014,572.8,595.75,572.55,594.09,23910286
4/29/2014,593.74,595.98,589.51,592.33,12049379
4/30/2014,592.64,599.43,589.8,590.09,16317269
5/1/2014,592,594.8,586.36,591.48,8739982
5/2/2014,592.34,594.2,589.71,592.58,6839796
5/5/2014,590.14,601,590,600.96,10253129
5/6/2014,601.8,604.4099,594.41,594.41,13416581
5/7/2014,595.25,597.29,587.73,592.33,10102284
5/8/2014,588.25,594.41,586.4,587.99,8224909
5/9/2014,584.54,586.25,580.33,585.5425,10414214
5/12/2014,587.49,593.66,587.4,592.83,7617863
5/13/2014,592,594.54,590.7,593.76,5704942
5/14/2014,592.43,597.4,591.74,593.87,5942978
5/15/2014,594.7,596.6,588.04,588.82,8343370
5/16/2014,588.63,597.53,585.4,597.51,9870262
5/19/2014,597.85,607.33,597.33,604.59,11348432
5/20/2014,604.51,606.4,600.73,604.71,8386998
5/21/2014,603.83,606.7,602.06,606.31,7050742
5/22/2014,606.6,609.85,604.1,607.27,7224255
5/23/2014,607.25,614.7293,606.47,614.13,8333427
5/27/2014,615.88,625.86,615.63,625.63,12459515
5/28/2014,626.02,629.83,623.78,624.01,11304976
5/29/2014,627.85,636.87,627.77,635.38,13445550
5/30/2014,637.98,644.17,628.9,633,20143668
6/2/2014,633.96,634.83,622.5,628.65,13215942
